time_segment_key, Start_Time_date, Start_Time_time, Duration, Approved, myPay_Key, Pay_Created_Date
  1446703, 5.0, 8.5,   8.00000,   0,   0,   NULL
  1446664, 2.0, 8.5,   7.50000,   0,   0,   NULL
  1446668, 3.0, 8.5,   7.50000,   0,   0,   NULL
  1446697, 4.0, 8.5,   7.50000,   0,   0,   NULL
  1446723, 6.0, 8.5,   7.50000,   0,   0,   NULL
  1446723, 6.0, 8.5,   7.50000,   1,   0,   NULL
  1446703, 5.0, 8.5,   8.00000,   1,   0,   NULL
  1446697, 4.0, 8.5,   7.50000,   1,   0,   NULL
  1446668, 3.0, 8.5,   7.50000,   1,   0,   NULL
  1446664, 2.0, 8.5,   7.50000,   1,   0,   NULL
  1446723, 6.0, 8.5,   7.50000,   1,   100746,   2013-11-26 10:17:14
  1446703, 5.0, 8.5,   8.00000,   1,   100746,   2013-11-26 10:17:14
  1446697, 4.0, 8.5,   7.50000,   1,   100746,   2013-11-26 10:17:14
  1446668, 3.0, 8.5,   7.50000,   1,   100746,   2013-11-26 10:17:14
  1446664, 2.0, 8.5,   7.50000,   1,   100746,   2013-11-26 10:17:14
  1446723, 6.0, 8.5,   7.50000,   1,   100746,   2013-11-26 10:17:14
  1446703, 5.0, 8.5,   8.00000,   1,   100746,   2013-11-26 10:17:14
  1446697, 4.0, 8.5,   7.50000,   1,   100746,   2013-11-26 10:17:14
  1446668, 3.0, 8.5,   7.50000,   1,   100746,   2013-11-26 10:17:14
  1446664, 2.0, 8.5,   7.50000,   1,   100746,   2013-11-26 10:17:14
  1446723, 6.0, 8.5,   7.50000,   1,   100746,   2013-11-26 10:17:14
  1446703, 5.0, 8.5,   8.00000,   1,   100746,   2013-11-26 10:17:14
  1446697, 4.0, 8.5,   7.50000,   1,   100746,   2013-11-26 10:17:14
  1446668, 3.0, 8.5,   7.50000,   1,   100746,   2013-11-26 10:17:14
  1446664, 2.0, 8.5,   7.50000,   1,   100746,   2013-11-26 10:17:14
  1446723, 6.0, 8.5,   7.50000,   1,   100746,   2013-11-26 10:17:14
  1446703, 5.0, 8.5,   8.00000,   1,   100746,   2013-11-26 10:17:14
  1446697, 4.0, 8.5,   7.50000,   1,   100746,   2013-11-26 10:17:14
  1446668, 3.0, 8.5,   7.50000,   1,   100746,   2013-11-26 10:17:14
  1446664, 2.0, 8.5,   7.50000,   1,   100746,   2013-11-26 10:17:14
  1446723, 6.0, 8.5,   7.50000,   1,   100746,   2013-11-26 10:17:14
  1446703, 5.0, 8.5,   8.00000,   1,   100746,   2013-11-26 10:17:14
  1446697, 4.0, 8.5,   7.50000,   1,   100746,   2013-11-26 10:17:14
  1446668, 3.0, 8.5,   7.50000,   1,   100746,   2013-11-26 10:17:14
  1446664, 2.0, 8.5,   7.50000,   1,   100746,   2013-11-26 10:17:14
  1461986, 6.0, 8.5,   7.50000,   0,   0,   NULL
  1461990, 5.0, 8.5,   7.50000,   0,   0,   NULL
  1461985, 2.0, 8.5,   7.50000,   0,   0,   NULL
  1461987, 3.0, 8.5,   7.50000,   0,   0,   NULL
  1461989, 4.0, 8.5,   7.50000,   0,   0,   NULL
  1461990, 5.0, 8.5,   7.50000,   1,   0,   NULL
  1461989, 4.0, 8.5,   7.50000,   1,   0,   NULL
  1461986, 6.0, 8.5,   7.50000,   1,   0,   NULL
  1461987, 3.0, 8.5,   7.50000,   1,   0,   NULL
  1461985, 2.0, 8.5,   7.50000,   1,   0,   NULL
  1461990, 5.0, 8.5,   7.50000,   1,   0,   NULL
  1461989, 4.0, 8.5,   7.50000,   1,   0,   NULL
  1461987, 3.0, 8.5,   7.50000,   1,   0,   NULL
  1461986, 6.0, 8.5,   7.50000,   1,   0,   NULL
  1461985, 2.0, 8.5,   7.50000,   1,   0,   NULL
  1461986, 6.0, 8.5,   7.50000,   1,   102073,   2013-12-03 11:19:56
  1461990, 5.0, 8.5,   7.50000,   1,   102073,   2013-12-03 11:19:56
  1461989, 4.0, 8.5,   7.50000,   1,   102073,   2013-12-03 11:19:56
  1461987, 3.0, 8.5,   7.50000,   1,   102073,   2013-12-03 11:19:56
  1461985, 2.0, 8.5,   7.50000,   1,   102073,   2013-12-03 11:19:56
  1461990, 5.0, 8.5,   7.50000,   1,   102073,   2013-12-03 11:19:56
  1461989, 4.0, 8.5,   7.50000,   1,   102073,   2013-12-03 11:19:56
  1461987, 3.0, 8.5,   7.50000,   1,   102073,   2013-12-03 11:19:56
  1461986, 6.0, 8.5,   7.50000,   1,   102073,   2013-12-03 11:19:56
  1461985, 2.0, 8.5,   7.50000,   1,   102073,   2013-12-03 11:19:56
  1480264, 6.0, 7.5,   8.50000,   0,   0,   NULL
  1480247, 2.0, 8.5,   7.50000,   0,   0,   NULL
  1480258, 3.0, 8.5,   7.50000,   0,   0,   NULL
  1480260, 4.0, 8.5,   7.50000,   0,   0,   NULL
  1480262, 5.0, 8.5,   7.50000,   0,   0,   NULL
  1480264, 6.0, 7.5,   8.50000,   1,   0,   NULL
  1480262, 5.0, 8.5,   7.50000,   1,   0,   NULL
  1480260, 4.0, 8.5,   7.50000,   1,   0,   NULL
  1480258, 3.0, 8.5,   7.50000,   1,   0,   NULL
  1480247, 2.0, 8.5,   7.50000,   1,   0,   NULL
  1480264, 6.0, 7.5,   8.50000,   1,   0,   NULL
  1480262, 5.0, 8.5,   7.50000,   1,   0,   NULL
  1480260, 4.0, 8.5,   7.50000,   1,   0,   NULL
  1480258, 3.0, 8.5,   7.50000,   1,   0,   NULL
  1480247, 2.0, 8.5,   7.50000,   1,   0,   NULL
  1480264, 6.0, 7.5,   8.50000,   1,   103440,   2013-12-10 12:50:21
  1480262, 5.0, 8.5,   7.50000,   1,   103440,   2013-12-10 12:50:21
  1480260, 4.0, 8.5,   7.50000,   1,   103440,   2013-12-10 12:50:21
  1480258, 3.0, 8.5,   7.50000,   1,   103440,   2013-12-10 12:50:21
  1480247, 2.0, 8.5,   7.50000,   1,   103440,   2013-12-10 12:50:21
  1480264, 6.0, 7.5,   8.50000,   1,   103440,   2013-12-10 12:50:21
  1480262, 5.0, 8.5,   7.50000,   1,   103440,   2013-12-10 12:50:21
  1480260, 4.0, 8.5,   7.50000,   1,   103440,   2013-12-10 12:50:21
  1480258, 3.0, 8.5,   7.50000,   1,   103440,   2013-12-10 12:50:21
  1480247, 2.0, 8.5,   7.50000,   1,   103440,   2013-12-10 12:50:21
  1497747, 4.0, 8.5,   7.50000,   0,   0,   NULL
  1497749, 5.0, 8.5,   7.50000,   0,   0,   NULL
  1497750, 6.0, 8.5,   7.50000,   0,   0,   NULL
  1497750, 6.0, 8.5,   7.50000,   1,   0,   NULL
  1497749, 5.0, 8.5,   7.50000,   1,   0,   NULL
  1497747, 4.0, 8.5,   7.50000,   1,   0,   NULL
  1497746, 3.0, 8.5,   7.50000,   1,   0,   NULL
  1497745, 2.0, 8.5,   7.50000,   1,   0,   NULL
  1497745, 2.0, 8.5,   7.50000,   0,   0,   NULL
  1497746, 3.0, 8.5,   7.50000,   0,   0,   NULL
  1497750, 6.0, 8.5,   7.50000,   1,   0,   NULL
  1497749, 5.0, 8.5,   7.50000,   1,   0,   NULL
  1497747, 4.0, 8.5,   7.50000,   1,   0,   NULL
  1497746, 3.0, 8.5,   7.50000,   1,   0,   NULL
  1497745, 2.0, 8.5,   7.50000,   1,   0,   NULL
  1497750, 6.0, 8.5,   7.50000,   1,   104776,   2013-12-17 11:08:08
  1497749, 5.0, 8.5,   7.50000,   1,   104776,   2013-12-17 11:08:08
  1497747, 4.0, 8.5,   7.50000,   1,   104776,   2013-12-17 11:08:08
  1497746, 3.0, 8.5,   7.50000,   1,   104776,   2013-12-17 11:08:08
  1497745, 2.0, 8.5,   7.50000,   1,   104776,   2013-12-17 11:08:08
  1508079, 2.0, 9.0,   7.50000,   0,   0,   NULL
  1508081, 3.0, 9.0,   7.50000,   0,   0,   NULL
  1508082, 6.0, 9.0,   7.50000,   0,   0,   NULL
  1508083, 4.0, 9.0,   7.50000,   0,   0,   NULL
  1508084, 5.0, 9.0,   7.50000,   0,   0,   NULL
  1508082, 6.0, 9.0,   7.50000,   1,   0,   NULL
  1508084, 5.0, 9.0,   7.50000,   1,   0,   NULL
  1508083, 4.0, 9.0,   7.50000,   1,   0,   NULL
  1508081, 3.0, 9.0,   7.50000,   1,   0,   NULL
  1508079, 2.0, 9.0,   7.50000,   1,   0,   NULL
  1508088, 2.0, 9.0,   7.50000,   0,   0,   NULL
  1508096, 5.0, 9.0,   7.50000,   0,   0,   NULL
  1508089, 3.0, 9.0,   7.50000,   0,   0,   NULL
  1508091, 6.0, 9.0,   7.50000,   0,   0,   NULL
  1508095, 4.0, 9.0,   7.50000,   0,   0,   NULL
  1508091, 6.0, 9.0,   7.50000,   1,   0,   NULL
  1508096, 5.0, 9.0,   7.50000,   1,   0,   NULL
  1508095, 4.0, 9.0,   7.50000,   1,   0,   NULL
  1508089, 3.0, 9.0,   7.50000,   1,   0,   NULL
  1508088, 2.0, 9.0,   7.50000,   1,   0,   NULL
  1497750, 6.0, 8.5,   7.50000,   1,   104776,   2013-12-17 11:08:08
  1497749, 5.0, 8.5,   7.50000,   1,   104776,   2013-12-17 11:08:08
  1497747, 4.0, 8.5,   7.50000,   1,   104776,   2013-12-17 11:08:08
  1497746, 3.0, 8.5,   7.50000,   1,   104776,   2013-12-17 11:08:08
  1497745, 2.0, 8.5,   7.50000,   1,   104776,   2013-12-17 11:08:08
  1518813, 6.0, 8.5,   7.50000,   0,   0,   NULL
  1518816, 3.0, 8.5,   7.50000,   0,   0,   NULL
  1518803, 2.0, 8.5,   7.50000,   0,   0,   NULL
  1518825, 4.0, 8.5,   7.50000,   0,   0,   NULL
  1518826, 5.0, 8.5,   7.50000,   0,   0,   NULL
  1518826, 5.0, 8.5,   7.50000,   1,   0,   NULL
  1518825, 4.0, 8.5,   7.50000,   1,   0,   NULL
  1518813, 6.0, 8.5,   7.50000,   1,   0,   NULL
  1518816, 3.0, 8.5,   7.50000,   1,   0,   NULL
  1518803, 2.0, 8.5,   7.50000,   1,   0,   NULL
  1518813, 6.0, 8.5,   7.50000,   1,   106664,   2013-12-23 13:06:10
  1518826, 5.0, 8.5,   7.50000,   1,   106664,   2013-12-23 13:06:10
  1518825, 4.0, 8.5,   7.50000,   1,   106664,   2013-12-23 13:06:10
  1518816, 3.0, 8.5,   7.50000,   1,   106664,   2013-12-23 13:06:10
  1518803, 2.0, 8.5,   7.50000,   1,   106664,   2013-12-23 13:06:10
  1518826, 5.0, 8.5,   7.50000,   1,   0,   NULL
  1518825, 4.0, 8.5,   7.50000,   1,   0,   NULL
  1518816, 3.0, 8.5,   7.50000,   1,   0,   NULL
  1518813, 6.0, 8.5,   7.50000,   1,   0,   NULL
  1518803, 2.0, 8.5,   7.50000,   1,   0,   NULL
  1518826, 5.0, 8.5,   7.50000,   1,   106664,   2013-12-23 13:06:10
  1518825, 4.0, 8.5,   7.50000,   1,   106664,   2013-12-23 13:06:10
  1518816, 3.0, 8.5,   7.50000,   1,   106664,   2013-12-23 13:06:10
  1518813, 6.0, 8.5,   7.50000,   1,   106664,   2013-12-23 13:06:10
  1518803, 2.0, 8.5,   7.50000,   1,   106664,   2013-12-23 13:06:10
  1508082, 6.0, 9.0,   7.50000,   1,   107655,   2013-12-30 14:54:28
  1508084, 5.0, 9.0,   7.50000,   1,   107655,   2013-12-30 14:54:28
  1508083, 4.0, 9.0,   7.50000,   1,   107655,   2013-12-30 14:54:28
  1508081, 3.0, 9.0,   7.50000,   1,   107655,   2013-12-30 14:54:28
  1508079, 2.0, 9.0,   7.50000,   1,   107655,   2013-12-30 14:54:28
  1508091, 6.0, 9.0,   7.50000,   1,   108699,   2014-01-08 09:13:57
  1508096, 5.0, 9.0,   7.50000,   1,   108699,   2014-01-08 09:13:57
  1508095, 4.0, 9.0,   7.50000,   1,   108699,   2014-01-08 09:13:57
  1508089, 3.0, 9.0,   7.50000,   1,   108699,   2014-01-08 09:13:57
  1508088, 2.0, 9.0,   7.50000,   1,   108699,   2014-01-08 09:13:57
  1553522, 6.0, 8.5,   7.50000,   0,   0,   NULL
  1553387, 2.0, 8.5,   7.50000,   0,   0,   NULL
  1553431, 3.0, 8.5,   7.50000,   0,   0,   NULL
  1553502, 4.0, 8.5,   7.50000,   0,   0,   NULL
  1553522, 6.0, 8.5,   7.50000,   1,   0,   NULL
  1553512, 5.0, 8.5,   7.50000,   1,   0,   NULL
  1553502, 4.0, 8.5,   7.50000,   1,   0,   NULL
  1553431, 3.0, 8.5,   7.50000,   1,   0,   NULL
  1553387, 2.0, 8.5,   7.50000,   1,   0,   NULL
  1553512, 5.0, 8.5,   7.50000,   0,   0,   NULL
  1631816, 6.0, 8.5,   7.50000,   1,   0,   NULL
  1631814, 5.0, 8.5,   7.50000,   1,   0,   NULL
  1631812, 4.0, 8.5,   7.50000,   1,   0,   NULL
  1631807, 3.0, 8.5,   7.50000,   1,   0,   NULL
  1631804, 2.0, 8.5,   7.50000,   1,   0,   NULL
  1631816, 6.0, 8.5,   7.50000,   1,   116230,   2014-02-18 11:03:48
  1631814, 5.0, 8.5,   7.50000,   1,   116230,   2014-02-18 11:03:48
  1631812, 4.0, 8.5,   7.50000,   1,   116230,   2014-02-18 11:03:48
  1631807, 3.0, 8.5,   7.50000,   1,   116230,   2014-02-18 11:03:48
  1631804, 2.0, 8.5,   7.50000,   1,   116230,   2014-02-18 11:03:48
  1631816, 6.0, 8.5,   7.50000,   1,   116230,   2014-02-18 11:03:48
  1631814, 5.0, 8.5,   7.50000,   1,   116230,   2014-02-18 11:03:48
  1631812, 4.0, 8.5,   7.50000,   1,   116230,   2014-02-18 11:03:48
  1631807, 3.0, 8.5,   7.50000,   1,   116230,   2014-02-18 11:03:48
  1631804, 2.0, 8.5,   7.50000,   1,   116230,   2014-02-18 11:03:48
  1649667, 3.0, 8.5,   6.00000,   0,   0,   NULL
  1649666, 2.0, 8.5,   7.50000,   0,   0,   NULL
  1649667, 3.0, 8.5,   7.50000,   0,   0,   NULL
  1649668, 4.0, 8.5,   7.50000,   0,   0,   NULL
  1649670, 5.0, 8.5,   7.50000,   0,   0,   NULL
  1649671, 6.0, 8.5,   7.50000,   0,   0,   NULL
  1649671, 6.0, 8.5,   7.50000,   1,   0,   NULL
  1649670, 5.0, 8.5,   7.50000,   1,   0,   NULL
  1649668, 4.0, 8.5,   7.50000,   1,   0,   NULL
  1649667, 3.0, 8.5,   6.00000,   1,   0,   NULL
  1649666, 2.0, 8.5,   7.50000,   1,   0,   NULL
  1649671, 6.0, 8.5,   7.50000,   1,   0,   NULL
  1649670, 5.0, 8.5,   7.50000,   1,   0,   NULL
  1649668, 4.0, 8.5,   7.50000,   1,   0,   NULL
  1649667, 3.0, 8.5,   6.00000,   1,   0,   NULL
  1649666, 2.0, 8.5,   7.50000,   1,   0,   NULL
  1649671, 6.0, 8.5,   7.50000,   1,   117638,   2014-02-25 15:27:47
  1649670, 5.0, 8.5,   7.50000,   1,   117638,   2014-02-25 15:27:47
  1649668, 4.0, 8.5,   7.50000,   1,   117638,   2014-02-25 15:27:47
  1649667, 3.0, 8.5,   6.00000,   1,   117638,   2014-02-25 15:27:47
  1649666, 2.0, 8.5,   7.50000,   1,   117638,   2014-02-25 15:27:47
  1649671, 6.0, 8.5,   7.50000,   1,   117638,   2014-02-25 15:27:47
  1649670, 5.0, 8.5,   7.50000,   1,   117638,   2014-02-25 15:27:47
  1649668, 4.0, 8.5,   7.50000,   1,   117638,   2014-02-25 15:27:47
  1649667, 3.0, 8.5,   6.00000,   1,   117638,   2014-02-25 15:27:47
  1649666, 2.0, 8.5,   7.50000,   1,   117638,   2014-02-25 15:27:47
  1669294, 3.0, 8.5,   7.50000,   0,   0,   NULL
  1669299, 4.0, 8.5,   7.50000,   0,   0,   NULL
  1669289, 2.0, 8.5,   7.50000,   0,   0,   NULL
  1669320, 5.0, 8.5,   7.50000,   0,   0,   NULL
  1669357, 6.0, 8.5,   7.50000,   0,   0,   NULL
  1669357, 6.0, 8.5,   7.50000,   1,   0,   NULL
  1669320, 5.0, 8.5,   7.50000,   1,   0,   NULL
  1669299, 4.0, 8.5,   7.50000,   1,   0,   NULL
  1669294, 3.0, 8.5,   7.50000,   1,   0,   NULL
  1669289, 2.0, 8.5,   7.50000,   1,   0,   NULL
  1669357, 6.0, 8.5,   7.50000,   1,   0,   NULL
  1669320, 5.0, 8.5,   7.50000,   1,   0,   NULL
  1669299, 4.0, 8.5,   7.50000,   1,   0,   NULL
  1669294, 3.0, 8.5,   7.50000,   1,   0,   NULL
  1669289, 2.0, 8.5,   7.50000,   1,   0,   NULL
  1669357, 6.0, 8.5,   7.50000,   1,   118858,   2014-03-04 12:52:45
  1669320, 5.0, 8.5,   7.50000,   1,   118858,   2014-03-04 12:52:45
  1669299, 4.0, 8.5,   7.50000,   1,   118858,   2014-03-04 12:52:45
  1669294, 3.0, 8.5,   7.50000,   1,   118858,   2014-03-04 12:52:45
  1669289, 2.0, 8.5,   7.50000,   1,   118858,   2014-03-04 12:52:45
  1669357, 6.0, 8.5,   7.50000,   1,   118858,   2014-03-04 12:52:45
  1669320, 5.0, 8.5,   7.50000,   1,   118858,   2014-03-04 12:52:45
  1669299, 4.0, 8.5,   7.50000,   1,   118858,   2014-03-04 12:52:45
  1669294, 3.0, 8.5,   7.50000,   1,   118858,   2014-03-04 12:52:45
  1669289, 2.0, 8.5,   7.50000,   1,   118858,   2014-03-04 12:52:45
  1687234, 2.0, 8.5,   7.50000,   0,   0,   NULL
  1687236, 3.0, 8.5,   7.50000,   0,   0,   NULL
  1687238, 4.0, 8.5,   7.50000,   0,   0,   NULL
  1687241, 5.0, 8.5,   7.50000,   0,   0,   NULL
  1687243, 6.0, 8.5,   7.50000,   0,   0,   NULL
  1687243, 6.0, 8.5,   7.50000,   1,   0,   NULL
  1687241, 5.0, 8.5,   7.50000,   1,   0,   NULL
  1687238, 4.0, 8.5,   7.50000,   1,   0,   NULL
  1687236, 3.0, 8.5,   7.50000,   1,   0,   NULL
  1687234, 2.0, 8.5,   7.50000,   1,   0,   NULL
  1687243, 6.0, 8.5,   7.50000,   1,   0,   NULL
  1687241, 5.0, 8.5,   7.50000,   1,   0,   NULL
  1687238, 4.0, 8.5,   7.50000,   1,   0,   NULL
  1687236, 3.0, 8.5,   7.50000,   1,   0,   NULL
  1687234, 2.0, 8.5,   7.50000,   1,   0,   NULL
  1687243, 6.0, 8.5,   7.50000,   1,   120215,   2014-03-11 14:38:46
  1687241, 5.0, 8.5,   7.50000,   1,   120215,   2014-03-11 14:38:46
  1687238, 4.0, 8.5,   7.50000,   1,   120215,   2014-03-11 14:38:46
  1687236, 3.0, 8.5,   7.50000,   1,   120215,   2014-03-11 14:38:46
  1687234, 2.0, 8.5,   7.50000,   1,   120215,   2014-03-11 14:38:46
  1687243, 6.0, 8.5,   7.50000,   1,   120215,   2014-03-11 14:38:46
  1687241, 5.0, 8.5,   7.50000,   1,   120215,   2014-03-11 14:38:46
  1687238, 4.0, 8.5,   7.50000,   1,   120215,   2014-03-11 14:38:46
  1687236, 3.0, 8.5,   7.50000,   1,   120215,   2014-03-11 14:38:46
  1687234, 2.0, 8.5,   7.50000,   1,   120215,   2014-03-11 14:38:46
  1705536, 3.0, 8.5,   7.50000,   0,   0,   NULL
  1705538, 4.0, 8.5,   7.50000,   0,   0,   NULL
  1705539, 5.0, 8.5,   7.50000,   0,   0,   NULL
  1705541, 6.0, 8.5,   7.50000,   0,   0,   NULL
  1705532, 2.0, 8.5,   7.50000,   0,   0,   NULL
  1705533, 3.0, 8.5,   7.50000,   0,   0,   NULL
  1705541, 6.0, 8.5,   5.50000,   1,   0,   NULL
  1705539, 5.0, 8.5,   7.50000,   1,   0,   NULL
  1705538, 4.0, 8.5,   7.50000,   1,   0,   NULL
  1705536, 3.0, 8.5,   7.50000,   1,   0,   NULL
  1705532, 2.0, 8.5,   7.50000,   1,   0,   NULL
  1705541, 6.0, 8.5,   5.50000,   0,   0,   NULL
  1705541, 7.0, 8.5,   5.50000,   0,   0,   NULL
  1705541, 6.0, 8.5,   5.50000,   0,   0,   NULL
  1705541, 6.0, 8.5,   5.50000,   0,   0,   NULL
  1705539, 5.0, 8.5,   7.50000,   0,   0,   NULL
  1705538, 4.0, 8.5,   7.50000,   0,   0,   NULL
  1705536, 3.0, 8.5,   7.50000,   0,   0,   NULL
  1705532, 2.0, 8.5,   7.50000,   0,   0,   NULL
  1710955, 7.0, 8.5,   5.50000,   0,   0,   NULL
  1710955, 7.0, 15.0,   2.00000,   0,   0,   NULL
  1705541, 6.0, 8.5,   5.50000,   1,   0,   NULL
  1705539, 5.0, 8.5,   7.50000,   1,   0,   NULL
  1705538, 4.0, 8.5,   7.50000,   1,   0,   NULL
  1705536, 3.0, 8.5,   7.50000,   1,   0,   NULL
  1705532, 2.0, 8.5,   7.50000,   1,   0,   NULL
  1710955, 7.0, 15.0,   2.00000,   1,   0,   NULL
  1705541, 6.0, 8.5,   5.50000,   1,   0,   NULL
  1705539, 5.0, 8.5,   7.50000,   1,   0,   NULL
  1705538, 4.0, 8.5,   7.50000,   1,   0,   NULL
  1705536, 3.0, 8.5,   7.50000,   1,   0,   NULL
  1705532, 2.0, 8.5,   7.50000,   1,   0,   NULL
  1710955, 7.0, 15.0,   2.00000,   1,   121636,   2014-03-18 14:54:11
  1705541, 6.0, 8.5,   5.50000,   1,   121636,   2014-03-18 14:54:11
  1705539, 5.0, 8.5,   7.50000,   1,   121636,   2014-03-18 14:54:11
  1705538, 4.0, 8.5,   7.50000,   1,   121636,   2014-03-18 14:54:11
  1705536, 3.0, 8.5,   7.50000,   1,   121636,   2014-03-18 14:54:11
  1705532, 2.0, 8.5,   7.50000,   1,   121636,   2014-03-18 14:54:11
  1705541, 6.0, 8.5,   5.50000,   1,   121636,   2014-03-18 14:54:11
  1705539, 5.0, 8.5,   7.50000,   1,   121636,   2014-03-18 14:54:11
  1705538, 4.0, 8.5,   7.50000,   1,   121636,   2014-03-18 14:54:11
  1705536, 3.0, 8.5,   7.50000,   1,   121636,   2014-03-18 14:54:11
  1705532, 2.0, 8.5,   7.50000,   1,   121636,   2014-03-18 14:54:11
  1724968, 2.0, 8.5,   7.50000,   0,   0,   NULL
  1724972, 4.0, 8.5,   7.50000,   0,   0,   NULL
  1724974, 5.0, 8.5,   7.50000,   0,   0,   NULL
  1724979, 6.0, 8.5,   7.50000,   0,   0,   NULL
  1724979, 6.0, 8.5,   7.50000,   1,   0,   NULL
  1724974, 5.0, 8.5,   7.50000,   1,   0,   NULL
  1724972, 4.0, 8.5,   7.50000,   1,   0,   NULL
  1705533, 3.0, 8.5,   7.50000,   1,   0,   NULL
  1724968, 2.0, 8.5,   7.50000,   1,   0,   NULL
  1724979, 6.0, 8.5,   7.50000,   1,   122777,   NULL
  1724974, 5.0, 8.5,   7.50000,   1,   122777,   NULL
  1724972, 4.0, 8.5,   7.50000,   1,   122777,   NULL
  1705533, 3.0, 8.5,   7.50000,   1,   122777,   NULL
  1724968, 2.0, 8.5,   7.50000,   1,   122777,   NULL
  1724979, 6.0, 8.5,   7.50000,   1,   NULL,   NULL
  1724974, 5.0, 8.5,   7.50000,   1,   NULL,   NULL
  1724972, 4.0, 8.5,   7.50000,   1,   NULL,   NULL
  1705533, 3.0, 8.5,   7.50000,   1,   NULL,   NULL
  1724968, 2.0, 8.5,   7.50000,   1,   NULL,   NULL
  1724979, 6.0, 8.5,   7.50000,   1,   NULL,   NULL
  1724974, 5.0, 8.5,   7.50000,   1,   NULL,   NULL
  1724972, 4.0, 8.5,   7.50000,   1,   NULL,   NULL
  1724968, 2.0, 8.5,   7.50000,   1,   NULL,   NULL
  1705533, 3.0, 8.5,   7.50000,   1,   NULL,   NULL
  1724979, 6.0, 8.5,   7.50000,   1,   123037,   2014-03-25 12:21:08
  1724974, 5.0, 8.5,   7.50000,   1,   123037,   2014-03-25 12:21:08
  1724972, 4.0, 8.5,   7.50000,   1,   123037,   2014-03-25 12:21:08
  1705533, 3.0, 8.5,   7.50000,   1,   123037,   2014-03-25 12:21:08
  1724968, 2.0, 8.5,   7.50000,   1,   123037,   2014-03-25 12:21:08
  1724979, 6.0, 8.5,   7.50000,   1,   123037,   2014-03-25 12:21:08
  1724974, 5.0, 8.5,   7.50000,   1,   123037,   2014-03-25 12:21:08
  1724972, 4.0, 8.5,   7.50000,   1,   123037,   2014-03-25 12:21:08
  1724968, 2.0, 8.5,   7.50000,   1,   123037,   2014-03-25 12:21:08
  1705533, 3.0, 8.5,   7.50000,   1,   123037,   2014-03-25 12:21:08
  1741300, 2.0, 8.5,   7.50000,   0,   0,   NULL
  1741301, 6.0, 8.5,   7.50000,   0,   0,   NULL
  1741303, 3.0, 8.5,   7.50000,   0,   0,   NULL
  1741304, 4.0, 8.5,   7.50000,   0,   0,   NULL
  1741305, 5.0, 8.5,   7.50000,   0,   0,   NULL
  1741305, 5.0, 8.5,   7.50000,   1,   0,   NULL
  1741304, 4.0, 8.5,   7.50000,   1,   0,   NULL
  1741301, 6.0, 8.5,   7.50000,   1,   0,   NULL
  1741303, 3.0, 8.5,   7.50000,   1,   0,   NULL
  1741300, 2.0, 8.5,   7.50000,   1,   0,   NULL
  1741301, 6.0, 8.5,   7.50000,   1,   124558,   2014-04-01 13:53:44
  1741305, 5.0, 8.5,   7.50000,   1,   124558,   2014-04-01 13:53:44
  1741304, 4.0, 8.5,   7.50000,   1,   124558,   2014-04-01 13:53:44
  1741303, 3.0, 8.5,   7.50000,   1,   124558,   2014-04-01 13:53:44
  1741300, 2.0, 8.5,   7.50000,   1,   124558,   2014-04-01 13:53:44
  1741305, 5.0, 8.5,   7.50000,   1,   0,   NULL
  1741304, 4.0, 8.5,   7.50000,   1,   0,   NULL
  1741303, 3.0, 8.5,   7.50000,   1,   0,   NULL
  1741301, 6.0, 8.5,   7.50000,   1,   0,   NULL
  1741300, 2.0, 8.5,   7.50000,   1,   0,   NULL
  1741305, 5.0, 8.5,   7.50000,   1,   124558,   2014-04-01 13:53:44
  1741304, 4.0, 8.5,   7.50000,   1,   124558,   2014-04-01 13:53:44
  1741303, 3.0, 8.5,   7.50000,   1,   124558,   2014-04-01 13:53:44
  1741301, 6.0, 8.5,   7.50000,   1,   124558,   2014-04-01 13:53:44
  1741300, 2.0, 8.5,   7.50000,   1,   124558,   2014-04-01 13:53:44
  1759501, 2.0, 8.5,   7.50000,   0,   0,   NULL
  1759507, 4.0, 8.5,   7.50000,   0,   0,   NULL
  1759504, 3.0, 8.5,   7.50000,   0,   0,   NULL
  1759511, 5.0, 8.5,   7.50000,   0,   0,   NULL
  1759514, 6.0, 8.5,   7.50000,   0,   0,   NULL
  1759514, 6.0, 8.5,   7.50000,   1,   0,   NULL
  1759511, 5.0, 8.5,   7.50000,   1,   0,   NULL
  1759507, 4.0, 8.5,   7.50000,   1,   0,   NULL
  1759504, 3.0, 8.5,   7.50000,   1,   0,   NULL
  1759501, 2.0, 8.5,   7.50000,   1,   0,   NULL
  1759514, 6.0, 8.5,   7.50000,   1,   0,   NULL
  1759511, 5.0, 8.5,   7.50000,   1,   0,   NULL
  1759507, 4.0, 8.5,   7.50000,   1,   0,   NULL
  1759504, 3.0, 8.5,   7.50000,   1,   0,   NULL
  1759501, 2.0, 8.5,   7.50000,   1,   0,   NULL
  1759514, 6.0, 8.5,   7.50000,   1,   126382,   2014-04-08 14:09:06
  1759511, 5.0, 8.5,   7.50000,   1,   126382,   2014-04-08 14:09:06
  1759507, 4.0, 8.5,   7.50000,   1,   126382,   2014-04-08 14:09:06
  1759504, 3.0, 8.5,   7.50000,   1,   126382,   2014-04-08 14:09:06
  1759501, 2.0, 8.5,   7.50000,   1,   126382,   2014-04-08 14:09:06
